,Key,ExitTime,Symbol,EntryPrice,ExitPrice,Quantity,PositionStatus,Pnl,ExitType
48,2019-01-09 14:15:00,2019-02-11 09:15:00,AARTIIND,373.2,390.2,267.0,1,4539.0,TargetUsingRsi
49,2019-01-03 09:15:00,2019-02-11 09:15:00,UNIONBANK,88.3,72.15,1132.0,1,-18281.799999999992,dailyExit
50,2019-01-03 09:15:00,2019-02-11 10:15:00,KAJARIACER,500.5,514.0,199.0,1,2686.5,TargetUsingRsi
51,2019-01-23 11:15:00,2019-02-11 15:15:00,NAUKRI,1671.15,1692.0,59.0,1,1230.1499999999946,TargetUsingRsi
52,2019-02-01 09:15:00,2019-02-12 09:15:00,RCF,64.75,54.2,1544.0,1,-16289.199999999995,dailyExit
53,2019-01-03 10:15:00,2019-02-12 09:15:00,CUMMINSIND,856.9,711.65,116.0,1,-16849.0,dailyExit
54,2019-01-07 09:15:00,2019-02-12 09:15:00,FACT,43.85,33.85,2280.0,1,-22800.0,dailyExit
55,2019-01-03 09:15:00,2019-02-13 09:15:00,KARURVYSYA,91.95,79.0,1087.0,1,-14076.650000000003,dailyExit
56,2019-01-07 11:15:00,2019-02-13 09:15:00,BANKBARODA,122.7,102.4,814.0,1,-16524.199999999997,dailyExit
57,2019-01-03 13:15:00,2019-02-14 09:15:00,MINDACORP,150.05,126.15,666.0,1,-15917.400000000003,dailyExit
58,2019-01-03 09:15:00,2019-02-14 09:15:00,CRISIL,1644.95,1645.85,60.0,1,53.999999999991815,BreakevenExit
59,2019-02-05 09:15:00,2019-02-14 09:15:00,BRITANNIA,3299.45,2924.6,30.0,1,-11245.499999999996,dailyExit
